status,course,gender,marital_status,attendance,scholarship_holder,tuition_up_to_date,debtor,displaced,international,age_at_enrollment,age_group,admission_grade,prev_qualification_grade,units_1st_sem_enrolled,units_1st_sem_approved,grade_1st_sem,units_2nd_sem_enrolled,units_2nd_sem_approved,grade_2nd_sem,approval_ratio_2nd_sem,is_dropout,dropout_risk_score
Dropout,Basic Education,Female,Divorced,Daytime,No,No,Yes,No,No,31,30-39,140.0,143.0,7,6,12.666666666666666,7,5,12.6,0.714,1,0.917
Graduate,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,No,No,20,17-20,134.3,149.0,6,6,12.666666666666666,6,6,13.77777777777778,1.0,0,0.059
Graduate,Agronomy,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,125.3,133.0,18,18,11.88888888888889,13,13,11.461538461538462,1.0,0,0.008
Dropout,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,23,21-24,140.0,140.0,6,0,0.0,6,0,0.0,0.0,1,0.998
Dropout,Communication Design,Female,Single,Daytime,No,No,Yes,No,No,21,21-24,119.6,122.0,6,4,13.0,6,4,11.6,0.667,1,0.974
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,24,21-24,170.0,170.0,7,7,16.885714285714283,8,8,15.744444444444444,1.0,0,0.036
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,27,25-29,150.5,120.0,6,6,12.5,6,6,12.333333333333334,1.0,0,0.052
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,128.0,143.0,7,7,13.055555555555555,8,8,15.8125,1.0,0,0.006
Dropout,Animation & Multimedia Design,Female,Single,Daytime,No,No,No,Yes,No,21,21-24,108.7,115.0,0,0,0.0,0,0,0.0,,1,0.905
Dropout,Equinculture,Female,Single,Daytime,Yes,Yes,Yes,Yes,No,19,17-20,121.6,123.0,5,0,0.0,5,0,0.0,0.0,1,0.998
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,125.3,131.0,8,7,12.355714285714283,8,7,12.355714285714283,0.875,0,0.048
Dropout,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,117.6,127.0,6,0,0.0,6,0,0.0,0.0,1,0.992
Enrolled,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,124.3,126.0,7,5,11.98,7,5,11.98,0.714,0,0.232
Graduate,Basic Education,Female,Single,Daytime,Yes,Yes,Yes,Yes,No,20,17-20,106.1,112.0,7,7,13.857142857142858,7,7,12.571428571428571,1.0,0,0.018
Graduate,Social Service (evening),Female,Married,Evening,No,Yes,No,Yes,No,24,21-24,139.9,150.0,6,5,13.0,6,6,14.166666666666666,1.0,0,0.04
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,110.8,116.0,6,6,12.833333333333334,6,6,11.166666666666666,1.0,0,0.091
Enrolled,Management,Female,Single,Daytime,No,Yes,No,No,No,20,17-20,118.0,118.0,5,4,11.0,5,5,13.2,1.0,0,0.141
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,117.8,130.0,8,7,12.357142857142858,8,7,12.357142857142858,0.875,0,0.03
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,127.5,144.0,8,7,13.857142857142858,8,7,13.857142857142858,0.875,0,0.03
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,129.7,105.0,6,6,12.333333333333334,6,6,10.666666666666666,1.0,0,0.026
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,130.6,143.0,7,7,12.847142857142858,8,8,13.788888888888888,1.0,0,0.032
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,126.3,137.0,7,6,12.339999999999998,8,8,13.01875,1.0,0,0.023
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,140.0,140.0,6,5,12.666666666666666,6,4,11.75,0.667,0,0.419
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,105.0,133.1,6,6,13.833333333333334,6,6,12.5,1.0,0,0.064
Dropout,Management,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,114.6,116.0,5,2,10.75,5,2,10.0,0.4,1,0.945
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,114.6,117.0,6,4,13.25,6,4,10.25,0.667,1,0.67
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,131.0,137.0,8,8,13.73125,8,8,13.73125,1.0,0,0.006
Dropout,Communication Design,Female,Single,Daytime,Yes,Yes,No,No,No,23,21-24,109.0,116.0,6,6,13.333333333333334,6,3,12.666666666666666,0.5,1,0.261
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,132.0,133.1,6,5,12.0,6,5,10.8,0.833,1,0.266
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,Yes,No,23,21-24,130.0,130.0,9,9,10.88888888888889,8,6,11.333333333333334,0.75,0,0.134
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,109.5,106.0,7,7,13.025,8,8,13.811111111111112,1.0,0,0.026
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,115.9,125.0,6,6,13.0,6,6,14.166666666666666,1.0,0,0.051
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,131.6,134.0,6,5,11.8,6,5,12.0,0.833,0,0.316
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,25,25-29,120.0,133.1,8,7,12.042857142857144,8,7,12.042857142857144,0.875,0,0.031
Enrolled,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,109.7,117.0,6,5,12.2,6,4,13.0,0.667,0,0.326
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,136.4,136.0,7,7,12.8375,8,8,15.5,1.0,0,0.006
Graduate,Oral Hygiene,Female,Single,Daytime,Yes,Yes,Yes,No,No,24,21-24,120.0,120.0,7,7,11.0,8,7,11.7,0.875,0,0.034
Graduate,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,132.6,135.0,6,6,13.5,6,5,14.0,0.833,0,0.052
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,112.9,122.0,6,6,12.125,6,6,12.714285714285714,1.0,0,0.044
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,134.3,147.0,8,7,12.62857142857143,8,7,12.62857142857143,0.875,0,0.03
Enrolled,Management (evening),Female,Single,Evening,No,Yes,No,No,No,27,25-29,123.2,120.0,5,3,10.666666666666666,5,4,11.4,0.8,0,0.579
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,117.2,121.0,6,5,11.2,6,5,11.6,0.833,0,0.247
Dropout,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,129.8,135.0,6,6,12.666666666666666,6,6,11.833333333333334,1.0,1,0.024
Dropout,Advertising & Marketing,Female,Married,Daytime,No,No,Yes,No,No,34,30-39,158.0,130.0,6,4,13.5,6,0,0.0,0.0,1,0.999
Enrolled,Management,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,116.5,128.0,5,3,11.666666666666666,5,2,11.0,0.4,0,0.804
Enrolled,Management,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,121.0,129.0,5,2,10.5,5,3,12.333333333333334,0.6,0,0.708
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,133.8,143.0,8,8,14.26875,8,8,14.26875,1.0,0,0.012
Dropout,Journalism & Communication,Female,Single,Daytime,No,No,Yes,Yes,No,20,17-20,115.0,108.0,6,0,0.0,6,0,0.0,0.0,1,1.0
Enrolled,Management,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,131.8,130.0,5,2,10.5,5,3,13.333333333333334,0.6,0,0.497
Enrolled,Social Service,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,121.0,135.0,6,5,11.2,6,1,10.0,0.167,0,0.906
Graduate,Management (evening),Female,Married,Evening,No,Yes,No,No,No,26,25-29,152.4,140.0,5,5,12.0,5,5,14.833333333333334,1.0,0,0.056
Graduate,Oral Hygiene,Female,Single,Daytime,No,Yes,No,No,No,27,25-29,110.2,120.0,7,7,12.228571428571428,8,8,13.2125,1.0,0,0.031
Graduate,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,113.5,117.0,5,4,11.5,5,4,10.75,0.8,0,0.271
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,144.4,151.0,6,6,15.375,6,6,16.428571428571427,1.0,0,0.067
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,No,No,Yes,No,23,21-24,143.3,140.0,12,9,13.666666666666666,9,6,13.5,0.667,0,0.95
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,24,21-24,100.0,133.1,8,7,12.614285714285714,8,7,12.614285714285714,0.875,0,0.064
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,126.3,130.0,6,5,12.2,6,6,11.5,1.0,0,0.09
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,115.9,125.0,6,4,11.75,6,4,11.0,0.667,0,0.518
Enrolled,Social Service,Female,Single,Daytime,Yes,Yes,Yes,Yes,No,19,17-20,114.9,125.0,6,5,11.4,6,3,10.0,0.5,0,0.742
Enrolled,Social Service,Female,Single,Daytime,No,Yes,Yes,No,No,18,17-20,121.0,135.0,6,5,10.6,6,2,10.0,0.333,0,0.906
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,22,21-24,112.3,121.0,16,13,10.923076923076923,13,11,11.454545454545457,0.846,0,0.499
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,No,No,20,17-20,127.0,141.0,6,5,12.4,6,5,12.4,0.833,0,0.176
Dropout,Agronomy,Female,Single,Daytime,No,Yes,No,No,No,25,25-29,120.0,130.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Graduate,Agronomy,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,180.0,180.0,6,6,15.833333333333334,6,6,15.5,1.0,0,0.021
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,117.4,117.0,7,5,11.8,7,6,11.708333333333334,0.857,0,0.097
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,115.8,127.0,6,6,12.571428571428571,6,6,13.666666666666666,1.0,0,0.073
Graduate,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,136.5,126.0,5,3,12.0,5,4,13.25,0.8,0,0.327
Graduate,Nursing,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,129.0,143.0,7,7,13.3625,8,8,14.444444444444445,1.0,0,0.049
Graduate,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,Yes,19,17-20,137.6,144.0,5,5,15.4,5,5,16.0,1.0,0,0.004
Dropout,Journalism & Communication,Female,Single,Daytime,No,No,Yes,Yes,No,18,17-20,129.5,126.0,6,5,12.2,6,4,11.75,0.667,1,0.968
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,129.1,140.0,11,11,12.818181818181818,11,11,13.545454545454543,1.0,0,0.007
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,130.2,148.0,7,0,0.0,8,0,0.0,0.0,1,1.0
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,28,25-29,134.3,100.0,17,17,13.394736842105264,17,17,13.554736842105264,1.0,0,0.009
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,138.4,151.0,6,6,14.25,6,6,11.0,1.0,0,0.048
Dropout,Social Service (evening),Female,Single,Evening,No,Yes,No,Yes,No,30,30-39,120.0,120.0,11,9,13.444444444444445,7,7,14.714285714285714,1.0,1,0.093
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,123.5,135.0,7,7,12.285714285714286,8,8,11.7375,1.0,0,0.017
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,22,21-24,116.1,121.0,6,6,11.666666666666666,6,5,13.2,0.833,0,0.113
Graduate,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,110.8,116.0,6,6,12.166666666666666,6,6,13.5,1.0,0,0.048
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,23,21-24,142.8,147.0,6,2,10.0,6,2,11.0,0.333,1,0.964
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,155.5,160.0,6,6,14.0,6,6,15.0,1.0,0,0.047
Enrolled,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,126.7,133.0,6,5,11.833333333333334,6,4,12.0,0.667,0,0.443
Dropout,Journalism & Communication,Male,Married,Daytime,No,No,Yes,No,No,50,40+,163.5,100.0,6,1,15.0,5,0,0.0,0.0,1,1.0
Graduate,Animation & Multimedia Design,Female,Single,Daytime,Yes,Yes,No,Yes,Yes,19,17-20,161.9,151.0,0,0,0.0,0,0,0.0,,0,0.14
Graduate,Tourism,Female,Single,Daytime,No,Yes,No,Yes,Yes,22,21-24,123.3,124.0,6,6,10.833333333333334,6,6,10.666666666666666,1.0,0,0.028
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,Yes,No,Yes,23,21-24,137.5,140.0,6,6,13.142857142857142,6,6,14.0,1.0,0,0.034
Dropout,Veterinary Nursing,Female,Single,Daytime,Yes,No,Yes,No,No,20,17-20,166.6,170.0,5,5,14.4,5,5,14.0,1.0,1,0.635
Dropout,Social Service,Female,Divorced,Daytime,No,No,No,No,No,44,40+,103.5,133.1,6,0,0.0,6,0,0.0,0.0,1,1.0
Graduate,Agronomy,Male,Divorced,Daytime,No,Yes,No,No,No,49,40+,110.0,133.1,12,7,12.0,12,9,11.22222222222222,0.75,0,0.816
Graduate,Management (evening),Male,Married,Evening,No,Yes,No,No,No,46,40+,128.2,100.0,10,9,12.2,10,10,12.8,1.0,0,0.09
Dropout,Veterinary Nursing,Male,Single,Daytime,No,No,No,Yes,No,41,40+,137.7,120.0,3,3,12.333333333333334,2,2,11.0,1.0,1,0.96
Graduate,Nursing,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,128.8,133.0,7,7,11.8375,8,8,12.48125,1.0,0,0.056
Graduate,Management (evening),Male,Widower,Evening,No,Yes,No,No,No,43,40+,170.0,120.0,5,5,11.8,5,5,14.0,1.0,0,0.11
Dropout,Management,Male,Divorced,Daytime,No,No,Yes,No,No,70,40+,116.4,133.1,5,0,0.0,5,0,0.0,0.0,1,1.0
Dropout,Equinculture,Male,Divorced,Daytime,No,Yes,No,No,No,48,40+,100.9,133.1,6,0,0.0,6,0,0.0,0.0,1,0.999
Graduate,Agronomy,Male,Married,Daytime,No,Yes,No,No,No,41,40+,136.0,133.1,19,19,12.68421052631579,13,13,12.384615384615383,1.0,0,0.045
Enrolled,Tourism,Male,Single,Daytime,No,Yes,No,No,No,21,21-24,130.0,140.0,6,6,12.571428571428571,6,4,13.0,0.667,0,0.252
Dropout,Biofuel Production Tech,Male,Single,Daytime,No,No,Yes,No,Yes,35,30-39,100.0,100.0,7,3,11.25,7,0,0.0,0.0,1,1.0
Graduate,Equinculture,Male,Married,Daytime,No,Yes,No,Yes,No,44,40+,157.0,133.1,5,4,14.0,5,4,15.5,0.8,0,0.27
Dropout,Management,Male,Single,Daytime,No,Yes,Yes,Yes,No,18,17-20,152.1,143.0,5,4,13.333333333333334,5,2,13.5,0.4,1,0.947
Graduate,Social Service (evening),Male,Married,Evening,No,Yes,No,Yes,No,45,40+,162.9,165.0,6,6,13.666666666666666,6,6,13.666666666666666,1.0,0,0.066
Enrolled,Tourism,Male,Single,Daytime,No,Yes,No,No,No,20,17-20,137.2,154.0,6,3,10.0,6,5,10.8,0.833,0,0.58
Graduate,Agronomy,Male,Single,Daytime,No,Yes,No,Yes,No,22,21-24,140.0,140.0,6,5,12.6,6,6,11.714285714285714,1.0,0,0.106
Dropout,Informatics Engineering,Male,Single,Daytime,No,Yes,No,No,No,39,30-39,146.5,140.0,5,3,17.333333333333332,5,1,17.0,0.2,1,0.966
Enrolled,Veterinary Nursing,Male,Single,Daytime,No,No,No,No,No,20,17-20,130.0,130.0,6,5,13.2,6,3,12.0,0.5,0,0.973
Dropout,Management,Male,Married,Daytime,No,Yes,No,No,No,49,40+,128.0,133.1,5,3,14.0,5,3,13.666666666666666,0.6,1,0.787
Dropout,Oral Hygiene,Male,Single,Daytime,No,Yes,No,Yes,No,43,40+,190.0,190.0,4,4,13.875,1,1,12.5,1.0,1,0.787
Dropout,Management (evening),Male,Married,Evening,No,Yes,No,Yes,No,32,30-39,133.2,120.0,5,0,0.0,5,0,0.0,0.0,1,0.998
Graduate,Social Service,Male,Single,Daytime,No,Yes,No,No,No,47,40+,124.3,100.0,9,9,13.11111111111111,7,7,14.857142857142858,1.0,0,0.062
Dropout,Management (evening),Male,Facto union,Evening,Yes,Yes,No,No,No,37,30-39,138.1,120.0,5,5,13.0,5,4,13.333333333333334,0.8,1,0.099
Graduate,Social Service (evening),Male,Married,Evening,No,Yes,No,No,No,41,40+,144.3,133.1,10,10,12.5,7,7,12.142857142857142,1.0,0,0.095
Graduate,Agronomy,Male,Married,Daytime,No,Yes,No,No,No,60,40+,140.0,150.0,18,18,14.11111111111111,13,13,14.23076923076923,1.0,0,0.066
Graduate,Tourism,Male,Married,Daytime,No,Yes,No,No,No,47,40+,148.3,120.0,11,11,14.727272727272728,9,9,15.77777777777778,1.0,0,0.052
Dropout,Social Service (evening),Male,Single,Evening,No,No,Yes,No,No,50,40+,96.0,133.1,6,0,0.0,5,0,0.0,0.0,1,1.0
Dropout,Management (evening),Male,Married,Evening,No,Yes,No,Yes,No,45,40+,121.7,133.1,5,0,0.0,5,0,0.0,0.0,1,0.997
Dropout,Informatics Engineering,Male,Single,Daytime,No,No,Yes,No,No,45,40+,160.0,100.0,5,0,0.0,5,0,0.0,0.0,1,1.0
Graduate,Veterinary Nursing,Male,Married,Daytime,No,Yes,No,No,No,33,30-39,110.3,133.1,5,4,13.5,5,5,11.6,1.0,0,0.145
Graduate,Nursing,Male,Single,Daytime,No,Yes,No,No,No,18,17-20,129.0,143.0,8,7,13.105714285714283,8,7,13.105714285714283,0.875,0,0.076
Graduate,Veterinary Nursing,Male,Married,Daytime,No,Yes,No,No,No,43,40+,150.0,120.0,5,5,13.5,5,5,14.4,1.0,0,0.065
Graduate,Social Service (evening),Male,Single,Evening,No,Yes,No,No,No,44,40+,100.0,161.0,13,13,11.846153846153848,11,11,12.0,1.0,0,0.069
Dropout,Equinculture,Male,Single,Daytime,No,Yes,No,No,No,29,25-29,107.5,133.1,5,0,0.0,5,0,0.0,0.0,1,0.998
Dropout,Advertising & Marketing,Male,Divorced,Daytime,No,No,Yes,No,No,53,40+,170.0,140.0,6,3,14.333333333333334,6,0,0.0,0.0,1,1.0
Enrolled,Management (evening),Male,Married,Evening,No,Yes,No,No,No,37,30-39,123.0,123.0,5,5,15.8,5,5,17.6,1.0,0,0.087
Enrolled,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,138.5,142.0,6,5,13.8,6,5,12.4,0.833,0,0.534
Dropout,Biofuel Production Tech,Male,Single,Daytime,No,Yes,Yes,No,No,35,30-39,140.0,133.1,10,6,12.666666666666666,9,3,12.0,0.333,1,0.964
Enrolled,Tourism,Male,Single,Daytime,No,Yes,No,No,No,23,21-24,113.6,115.0,6,6,13.0,6,6,12.0,1.0,0,0.099
Graduate,Animation & Multimedia Design,Male,Single,Daytime,No,Yes,No,Yes,No,22,21-24,170.0,156.0,0,0,0.0,0,0,0.0,,0,0.416
Dropout,Social Service (evening),Male,Single,Evening,No,No,No,No,No,33,30-39,115.5,140.0,6,1,11.0,6,0,0.0,0.0,1,1.0
Dropout,Equinculture,Male,Single,Daytime,No,No,No,No,No,41,40+,130.0,130.0,5,0,0.0,5,0,0.0,0.0,1,0.999
Graduate,Nursing,Male,Divorced,Daytime,No,Yes,No,No,No,51,40+,140.0,140.0,7,7,15.2,8,8,16.575,1.0,0,0.124
Graduate,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,No,No,19,17-20,126.6,140.0,6,6,14.428571428571429,7,7,14.375,1.0,0,0.115
Dropout,Management (evening),Male,Single,Evening,No,Yes,No,No,No,35,30-39,143.2,133.1,5,0,0.0,5,0,0.0,0.0,1,0.999
Graduate,Animation & Multimedia Design,Male,Single,Daytime,No,Yes,No,Yes,Yes,20,17-20,131.4,131.0,0,0,0.0,0,0,0.0,,0,0.274
Enrolled,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,133.3,141.0,6,4,13.75,6,5,11.2,0.833,0,0.677
Dropout,Journalism & Communication,Male,Single,Daytime,Yes,No,Yes,No,No,18,17-20,118.3,120.0,6,5,12.166666666666666,6,3,12.0,0.5,1,0.976
Graduate,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,21,21-24,140.0,140.0,6,5,12.142857142857142,6,5,11.666666666666666,0.833,0,0.224
Graduate,Tourism,Male,Single,Daytime,No,Yes,No,Yes,No,21,21-24,124.7,132.0,6,6,12.0,6,5,11.6,0.833,0,0.232
Graduate,Management,Male,Married,Daytime,No,Yes,No,No,No,34,30-39,140.0,130.0,5,3,11.666666666666666,5,4,12.75,0.8,0,0.425
Dropout,Equinculture,Male,Divorced,Daytime,No,Yes,No,Yes,No,34,30-39,150.0,140.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Graduate,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,21,21-24,115.6,110.0,6,6,11.875,6,5,12.0,0.833,0,0.264
Enrolled,Journalism & Communication,Male,Single,Daytime,No,Yes,No,No,No,32,30-39,116.9,140.0,11,7,11.285714285714286,7,6,12.333333333333334,0.857,0,0.795
Dropout,Tourism,Male,Single,Daytime,No,Yes,No,Yes,No,30,30-39,123.4,130.0,6,2,10.0,6,3,11.333333333333334,0.5,1,0.958
Enrolled,Animation & Multimedia Design,Male,Single,Daytime,No,Yes,Yes,Yes,No,19,17-20,146.5,137.0,12,11,12.0,11,10,11.181818181818182,0.909,0,0.059
Dropout,Journalism & Communication,Male,Single,Daytime,No,Yes,No,Yes,No,20,17-20,117.1,158.0,7,6,13.833333333333334,6,5,13.0,0.833,1,0.365
Dropout,Communication Design,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,113.9,124.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Graduate,Tourism,Male,Single,Daytime,No,Yes,No,No,No,19,17-20,128.7,136.0,6,6,14.428571428571429,6,6,12.5,1.0,0,0.065
Dropout,Nursing,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,132.9,142.0,7,5,14.2,7,6,12.4,0.857,1,0.415
Dropout,Management (evening),Male,Single,Evening,No,Yes,No,No,No,27,25-29,123.0,150.0,5,4,11.5,5,3,10.333333333333334,0.6,1,0.72
Graduate,Journalism & Communication,Male,Single,Daytime,No,Yes,No,Yes,No,52,40+,129.8,120.0,6,5,13.0,6,6,15.0,1.0,0,0.218
Dropout,Agronomy,Male,Married,Daytime,No,No,No,Yes,No,29,25-29,156.1,149.0,6,0,0.0,6,0,0.0,0.0,1,1.0
Dropout,Agronomy,Male,Single,Daytime,No,No,Yes,Yes,No,22,21-24,120.0,130.0,6,3,11.333333333333334,6,2,11.0,0.333,1,0.998
Graduate,Veterinary Nursing,Male,Single,Daytime,No,Yes,No,Yes,Yes,28,25-29,117.2,110.0,18,18,12.5,13,12,11.428571428571429,0.923,0,0.0
Dropout,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,30,30-39,107.0,133.1,5,0,0.0,5,0,0.0,0.0,1,0.997
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,128.4,134.0,7,7,13.471428571428572,8,8,13.944444444444445,1.0,0,0.032
Graduate,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,123.4,130.0,5,4,11.75,5,3,13.333333333333334,0.6,0,0.443
Graduate,Communication Design,Female,Single,Daytime,Yes,Yes,Yes,Yes,No,20,17-20,126.7,141.0,6,6,13.333333333333334,6,6,14.666666666666666,1.0,0,0.069
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,21,21-24,123.0,123.0,8,8,13.105,8,8,13.105,1.0,0,0.009
Dropout,Management (evening),Female,Married,Evening,No,No,Yes,No,No,32,30-39,137.2,133.1,5,0,0.0,5,0,0.0,0.0,1,1.0
Graduate,Communication Design,Male,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,125.9,122.0,6,6,15.5,6,6,12.166666666666666,1.0,0,0.057
Dropout,Animation & Multimedia Design,Male,Single,Daytime,No,No,Yes,Yes,No,19,17-20,138.0,132.0,0,0,0.0,0,0,0.0,,1,0.98
Dropout,Advertising & Marketing,Male,Single,Daytime,No,No,Yes,No,Yes,18,17-20,128.2,133.1,6,4,11.25,6,3,12.333333333333334,0.5,1,0.971
Dropout,Management (evening),Male,Single,Evening,No,No,No,Yes,No,23,21-24,126.5,130.0,15,12,11.0,14,11,11.363636363636363,0.786,1,0.962
Graduate,Tourism,Male,Single,Daytime,No,Yes,No,Yes,No,20,17-20,112.4,111.0,6,6,12.333333333333334,6,4,13.0,0.667,0,0.401
Graduate,Management,Female,Married,Daytime,No,Yes,No,Yes,No,46,40+,109.0,133.1,9,8,11.375,5,5,11.8,1.0,0,0.15
Graduate,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,27,25-29,100.0,125.0,18,18,12.22222222222222,12,12,12.384615384615383,1.0,0,0.037
Enrolled,Animation & Multimedia Design,Male,Single,Daytime,No,Yes,No,Yes,No,20,17-20,144.7,137.0,0,0,0.0,0,0,0.0,,0,0.618
Graduate,Social Service (evening),Male,Married,Evening,No,Yes,No,Yes,No,41,40+,120.0,100.0,9,9,12.0,7,6,12.0,0.857,0,0.173
Enrolled,Management,Male,Single,Daytime,No,Yes,Yes,No,Yes,40,40+,100.0,133.1,5,1,11.0,5,1,10.0,0.2,0,0.913
Graduate,Social Service (evening),Male,Married,Evening,No,Yes,No,No,No,37,30-39,154.0,150.0,16,16,14.125,11,10,13.0,0.909,0,0.029
Enrolled,Management,Male,Single,Daytime,No,Yes,No,No,No,20,17-20,111.3,120.0,5,5,10.2,5,5,11.2,1.0,0,0.132
Enrolled,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,150.0,150.0,5,4,12.0,5,4,12.4,0.8,0,0.178
Graduate,Management (evening),Female,Single,Evening,No,Yes,No,No,No,26,25-29,100.0,133.1,9,9,12.333333333333334,7,7,12.571428571428571,1.0,0,0.058
Graduate,Social Service (evening),Male,Married,Evening,No,Yes,No,No,No,54,40+,162.5,133.1,9,9,14.333333333333334,7,7,13.857142857142858,1.0,0,0.069
Graduate,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,21,21-24,134.1,132.0,6,6,15.166666666666666,6,6,14.0,1.0,0,0.117
Graduate,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,133.0,134.0,6,6,15.142857142857142,6,6,15.142857142857142,1.0,0,0.027
